Sex,XYZ,Img_Path,Model,Img_Prediction,Age,Blur,Emotion,Device_Timestamp,Colours,Objects,Text,Time,Face_Recog,Date,Device_Make,Num_Faces,GPS
,"[9.00305, 1.253072, -2.8738933]",../p02_2013-12-03/2013-12-03_11.51.29.jpg,ZTE-BLADE,[],,43.98972114,,2002:12:08 12:00:00,"['#7aa3be', '#847776', '#6a5b5c', '#f1f2f9', '#312127']","['person', 'person']",,11:51:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
['Male'],"[7.7363577, -1.9749504, -5.2165933]",../p02_2013-12-03/2013-12-03_11.58.31.jpg,ZTE-BLADE,[],['25-32'],6.418028804,['Angry'],2002:12:08 12:00:00,"['#c3a59a', '#6e594b', '#4b433e', '#1d100b', '#8f796f']",['person'],,11:58:31,"[array([-0.00269814,  0.08807848, -0.00605413, -0.11277241, -0.11484147,
        0.00356368, -0.03290394, -0.0868142 ,  0.10600773, -0.03808989,
        0.18109664, -0.08900921, -0.24340305, -0.05372803, -0.01335092,
        0.11344651, -0.14688188, -0.02808665, -0.15969083, -0.08855668,
       -0.06636523,  0.03999507,  0.02801276,  0.04103182, -0.0689256 ,
       -0.33092561, -0.0889298 , -0.09681921,  0.00881919, -0.10408733,
       -0.05322709,  0.04598253, -0.18564346, -0.08386925, -0.00715188,
       -0.00917888, -0.08309805, -0.08563404,  0.15590157,  0.03056502,
       -0.12997548,  0.01234403,  0.04147428,  0.27040723,  0.15494046,
        0.02467131,  0.01283384, -0.05527911,  0.12523946, -0.23767523,
        0.1144758 ,  0.09168854,  0.11757659, -0.00092752,  0.11149701,
       -0.09317841, -0.00579225,  0.13462625, -0.19476192,  0.00786362,
        0.08118604,  0.02235231, -0.09153019, -0.13525061,  0.22441205,
        0.18621352, -0.06444915, -0.08447114,  0.17759429, -0.08784977,
       -0.00556844,  0.01008552, -0.0825363 , -0.16240937, -0.23995754,
        0.07550336,  0.36142376,  0.174297  , -0.17307761, -0.04407282,
       -0.11339079, -0.01716442,  0.102534  , -0.06290781, -0.14242801,
        0.0136391 , -0.0409321 ,  0.10714929,  0.16478905, -0.07161558,
       -0.03780865,  0.19089502,  0.02072887, -0.03583434,  0.04126217,
       -0.03393216, -0.08282913,  0.01238683, -0.177755  ,  0.04753595,
        0.13032457, -0.12077361,  0.0156312 ,  0.09848377, -0.19069138,
        0.12414962,  0.06069525, -0.09278519,  0.03498999, -0.01086996,
       -0.1382113 , -0.04137271,  0.19397745, -0.25494289,  0.15895127,
        0.09460519,  0.02072536,  0.12521486,  0.02451991,  0.05703733,
       -0.02851075, -0.0803054 , -0.1496367 , -0.08516404,  0.15896782,
        0.02769849,  0.051627  ,  0.03650788])]",03/12/2013,ZTE,1,"[0.0, 0.0]"
,"[7.913422, -1.6208214, -3.9499009]",../p02_2013-12-03/2013-12-03_11.55.59.jpg,ZTE-BLADE,[],,12.36454148,,2002:12:08 12:00:00,"['#29231d', '#667281', '#4d423a', '#eff8fc', '#9a744e']",[],,11:55:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[6.115536, 1.0760075, -9.180115]",../p02_2013-12-03/2013-12-03_12.03.29.jpg,ZTE-BLADE,[],,10.05311089,,2002:12:08 12:00:00,"['#8e93aa', '#404669', '#727284', '#f9fbfd', '#b9c0d5']",[],,12:03:29,[],03/12/2013,ZTE,0,"[54.68843733333333, -5.8810093]"
,"[9.357179, 4.862464, -2.6968288]",../p02_2013-12-03/2013-12-03_10.49.03.jpg,ZTE-BLADE,[],,4.674281401,,2002:12:08 12:00:00,"['#51535b', '#090505', '#c8d5cf', '#2f2826', '#f4fbf8']",[],,10:49:03,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.635301, 0.53119355, -3.050958]",../p02_2013-12-03/2013-12-03_11.32.29.jpg,ZTE-BLADE,[],,31.1083411,,2002:12:08 12:00:00,"['#a49e9f', '#24191a', '#deedf5', '#756a6a', '#5d514c']",[],,11:32:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.357179, 0.35412905, -2.6968288]",../p02_2013-12-03/2013-12-03_11.00.59.jpg,ZTE-BLADE,[],,4.462906731,,2002:12:08 12:00:00,"['#f6f6f4', '#8d8a95', '#767277', '#524c4e', '#232124']",[],,11:00:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.00305, 1.6208214, -3.050958]",../p02_2013-12-03/2013-12-03_10.23.32.jpg,ZTE-BLADE,[],,111.5103959,,2002:12:08 12:00:00,"['#110f12', '#5f6e9c', '#b1abae', '#443945', '#84746a']",['tv'],,10:23:32,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.00305, 0.89894295, -2.6968288]",../p02_2013-12-03/2013-12-03_11.04.29.jpg,ZTE-BLADE,[],,11.30686801,,2002:12:08 12:00:00,"['#141213', '#625d63', '#8b8083', '#423f3e', '#ece8e8']",[],,11:04:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[7.913422, -2.3290794, -4.671779]",../p02_2013-12-03/2013-12-03_11.54.30.jpg,ZTE-BLADE,[],,24.88269072,,2002:12:08 12:00:00,"['#747882', '#4a535f', '#616974', '#1c1920', '#f1fafd']",[],,11:54:30,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 0.7082581, -2.3290794]",../p02_2013-12-03/2013-12-03_10.31.32.jpg,ZTE-BLADE,[],,36.12145673,,2002:12:08 12:00:00,"['#141113', '#b5a196', '#f3e9e5', '#56463b', '#656f86']",[],,10:31:32,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.281172, 0.53119355, -4.671779]",../p02_2013-12-03/2013-12-03_11.16.29.jpg,ZTE-BLADE,['planetarium'],,31.86007171,,2002:12:08 12:00:00,"['#5a5453', '#1c181f', '#776e73', '#8d8188', '#f4edee']",[],,11:16:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.635301, 0.7082581, -4.4947147]",../p02_2013-12-03/2013-12-03_10.45.00.jpg,ZTE-BLADE,[],,98.17884879,,2002:12:08 12:00:00,"['#898183', '#426b97', '#e1d8d6', '#151b40', '#574c48']",['tv'],,10:45:00,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, -0.17706452, -2.8738933]",../p02_2013-12-03/2013-12-03_10.10.29.jpg,ZTE-BLADE,[],,82.95648629,,2002:12:08 12:00:00,"['#f9f0eb', '#bca59a', '#5f6e88', '#151415', '#56463b']",['tv'],,10:10:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
['Female'],"[9.357179, 0.53119355, -2.6968288]",../p02_2013-12-03/2013-12-03_11.43.02.jpg,ZTE-BLADE,[],['8-12'],29.58230838,['Angry'],2002:12:08 12:00:00,"['#6c9cb0', '#f6f6f9', '#705a55', '#382528', '#897575']",['person'],,11:43:02,"[array([-0.11546486,  0.05882095, -0.00082733, -0.0771162 , -0.14202201,
       -0.02226207,  0.03797563, -0.08311926,  0.09461349, -0.0746588 ,
        0.12137605, -0.09106648, -0.305024  ,  0.00070363,  0.01029572,
        0.1424066 , -0.12866394, -0.10719536, -0.2467577 , -0.18749094,
       -0.04025581,  0.05550867, -0.08446287,  0.01788841, -0.11857483,
       -0.23912565, -0.05746609, -0.08408247,  0.03169635, -0.06283758,
       -0.00494502,  0.06074064, -0.21695766, -0.11739773,  0.06639188,
        0.00178077, -0.13696884, -0.0892605 ,  0.16613953,  0.00365144,
       -0.1379939 ,  0.01071125,  0.12127261,  0.20239948,  0.18224232,
        0.04788059, -0.00797839, -0.09184382,  0.13477904, -0.28058434,
        0.11855176,  0.13915612,  0.09969469,  0.14851245,  0.11774554,
       -0.18766177,  0.02150182,  0.09979273, -0.16757061,  0.01854002,
        0.10973215, -0.07633741, -0.11568288, -0.08116767,  0.17166026,
        0.1479446 , -0.08492424, -0.14720269,  0.17501871, -0.17316121,
       -0.03705306,  0.0241102 , -0.05163791, -0.10921817, -0.27546558,
        0.11375295,  0.32798958,  0.1661119 , -0.13733038, -0.01289584,
       -0.0361706 , -0.00533411,  0.09986627,  0.02538195, -0.13344373,
       -0.06357896,  0.02966813,  0.06429442,  0.15043142, -0.03105083,
       -0.03260101,  0.2134839 ,  0.0389769 , -0.06071789,  0.06586798,
        0.01786841, -0.12397635, -0.08290857, -0.0773348 ,  0.01654133,
        0.14589925, -0.0850246 ,  0.03445347,  0.1126435 , -0.10411252,
        0.15242027, -0.04881601, -0.00714981, -0.03323749, -0.05742195,
       -0.09069866, -0.01363114,  0.11493077, -0.20869476,  0.20859003,
        0.0954565 , -0.07967407,  0.09550066,  0.08275971,  0.05786908,
        0.01280604,  0.00808625, -0.1597705 , -0.11762459,  0.15340163,
        0.02967976,  0.02120832,  0.02689349])]",03/12/2013,ZTE,1,"[0.0, 0.0]"
,"[9.357179, 0.17706452, -2.3290794]",../p02_2013-12-03/2013-12-03_10.14.59.jpg,ZTE-BLADE,[],,91.92588823,,2002:12:08 12:00:00,"['#151316', '#c1b1ac', '#453c4d', '#faf4f3', '#7c8094']",['tv'],,10:14:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.357179, -0.7082581, -1.9749504]",../p02_2013-12-03/2013-12-03_12.11.02.jpg,ZTE-BLADE,[],,18.72513655,,2002:12:08 12:00:00,"['#f4eae8', '#536a90', '#241e21', '#7e6759', '#b79f94']",['tv'],aa 8aana Boe Bittle. a;ereeg Pe,12:11:02,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[9.180115, 1.0760075, -2.5197644]",../p02_2013-12-03/2013-12-03_10.26.00.jpg,ZTE-BLADE,[],,75.73499034,,2002:12:08 12:00:00,"['#1a1619', '#9e8b7b', '#7684ae', '#c9c1bf', '#5a4b4f']",['tv'],"WorULiee Me, Bien eStabenninn > W",10:26:00,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.534244, 0.35412905, -1.9749504]",../p02_2013-12-03/2013-12-03_10.18.59.jpg,ZTE-BLADE,[],,8.420796382,,2002:12:08 12:00:00,"['#96857f', '#755a4f', '#231a1a', '#5c6a91', '#b9adac']",[],,10:18:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.281172, -2.3290794, -4.140586]",../p02_2013-12-03/2013-12-03_11.25.32.jpg,ZTE-BLADE,[],,91.22585476,,2002:12:08 12:00:00,"['#2f1c1c', '#afa9ae', '#817576', '#e4eef8', '#695c56']",[],,11:25:32,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.458236, 2.3290794, -4.3176503]",../p02_2013-12-03/2013-12-03_10.06.59.jpg,ZTE-BLADE,[],,9.573061707,,2002:12:08 12:00:00,"['#d3c8c9', '#375983', '#493d34', '#0f0f12', '#787170']",[],,10:06:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[7.913422, 1.6208214, -4.862464]",../p02_2013-12-03/2013-12-03_11.46.32.jpg,ZTE-BLADE,[],,20.1083107,,2002:12:08 12:00:00,"['#72625d', '#6a9aaa', '#5f3335', '#1d1519', '#f0eff4']",['person'],,11:46:32,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[7.7363577, 2.5197644, -5.3936577]",../p02_2013-12-03/2013-12-03_10.53.59.jpg,ZTE-BLADE,[],,124.6795158,,2002:12:08 12:00:00,"['#f0f1f4', '#75696d', '#23151b', '#533c4a', '#93898d']",['person'],,10:53:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[7.913422, 3.5957718, -4.671779]",../p02_2013-12-03/2013-12-03_10.49.29.jpg,ZTE-BLADE,[],,7.339397306,,2002:12:08 12:00:00,"['#75827f', '#363638', '#545657', '#7e9098', '#211d1c']",[],,10:49:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 1.0760075, -2.6968288]",../p02_2013-12-03/2013-12-03_10.30.59.jpg,ZTE-BLADE,[],,69.22505665,,2002:12:08 12:00:00,"['#181415', '#594940', '#b29e95', '#f6ece6', '#6a7387']",['tv'],oon ne —E neem RT es,10:30:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.357179, -0.17706452, -1.9749504]",../p02_2013-12-03/2013-12-03_10.57.01.jpg,ZTE-BLADE,[],,10.0357579,,2002:12:08 12:00:00,"['#f5f2f5', '#868082', '#302724', '#6c635c', '#b0a3a1']",['person'],,10:57:01,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 1.0760075, -2.5197644]",../p02_2013-12-03/2013-12-03_10.22.59.jpg,ZTE-BLADE,[],,50.54505875,,2002:12:08 12:00:00,"['#958476', '#161317', '#52434a', '#707dab', '#c1b9bb']",['tv'],,10:22:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, -0.35412905, -2.5197644]",../p02_2013-12-03/2013-12-03_10.10.00.jpg,ZTE-BLADE,[],,97.20171837,,2002:12:08 12:00:00,"['#faf2ed', '#66758e', '#c0a99c', '#141315', '#564740']","['tv', 'tv']",,10:10:00,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.825985, 1.4301366, -3.4187074]",../p02_2013-12-03/2013-12-03_10.19.30.jpg,ZTE-BLADE,[],,64.48657121,,2002:12:08 12:00:00,"['#9f9599', '#3b2f3f', '#131014', '#ede2e5', '#6c666b']","['tv', 'tv']",,10:19:30,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
['Male'],"[9.00305, -0.89894295, -3.7728362]",../p02_2013-12-03/2013-12-03_11.08.59.jpg,ZTE-BLADE,[],['25-32'],12.4444838,['Surprise'],2002:12:08 12:00:00,"['#8e8a93', '#2a2225', '#615f60', '#7c7678', '#f9f7f5']",[],,11:08:59,"[array([-0.06750952,  0.01846927,  0.07113852, -0.1366342 , -0.10589954,
       -0.08287533, -0.02237128, -0.11595772,  0.16998397, -0.12960926,
        0.16158889, -0.13667843, -0.28930771, -0.04053578, -0.0571228 ,
        0.18479982, -0.13659798, -0.1569625 , -0.10013981, -0.10319792,
        0.04087732,  0.11642944, -0.00793139,  0.04060641, -0.1144084 ,
       -0.30287716, -0.07420671, -0.03845604, -0.11326621, -0.05048757,
        0.06660823,  0.21042754, -0.19810897, -0.03600502,  0.04628574,
        0.05765955, -0.04501937, -0.09796859,  0.17754576, -0.03229711,
       -0.21964616,  0.02968714,  0.18044825,  0.23961748,  0.15863848,
       -0.03582953, -0.01881441, -0.04632913,  0.11223181, -0.33639097,
       -0.05301265,  0.18785073,  0.07123695,  0.02424643,  0.1459441 ,
       -0.1986005 ,  0.0013436 ,  0.15060276, -0.18711582,  0.04278409,
        0.03546583, -0.07625295, -0.04783902, -0.13031375,  0.16053821,
        0.05477635, -0.14160311, -0.14038682,  0.14826609, -0.1075091 ,
       -0.01349861,  0.12654856, -0.17143182, -0.23927468, -0.24584071,
        0.05533841,  0.31665868,  0.10334643, -0.09316131,  0.11772577,
       -0.0326808 ,  0.00784951, -0.0667027 ,  0.01810069, -0.03258871,
       -0.01209475, -0.08190526,  0.08463342,  0.15639319, -0.0727003 ,
        0.02016964,  0.28650954, -0.02711203, -0.0478228 , -0.05682331,
        0.02670276, -0.12421837,  0.02115   , -0.16947262,  0.04019183,
        0.08423823, -0.09215108,  0.01240967,  0.11536618, -0.17373277,
        0.09047605, -0.06700065, -0.05508254, -0.0746467 , -0.01170848,
       -0.07189816,  0.01573458,  0.12362645, -0.25511372,  0.15277767,
        0.13683185,  0.00729227,  0.15244234,  0.04731162,  0.04335742,
        0.01523746, -0.03427449, -0.14511403, -0.11305408,  0.10034552,
        0.01513826, -0.01258907,  0.04562192])]",03/12/2013,ZTE,1,"[0.0, 0.0]"
,"[9.357179, 0.17706452, -2.152015]",../p02_2013-12-03/2013-12-03_11.04.59.jpg,ZTE-BLADE,[],,8.214026031,,2002:12:08 12:00:00,"['#cab9ba', '#837b80', '#9b95a1', '#f9f7fa', '#493f42']",[],,11:04:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[7.3822284, -2.8738933, -4.862464]",../p02_2013-12-03/2013-12-03_11.55.29.jpg,ZTE-BLADE,[],,16.41161558,,2002:12:08 12:00:00,"['#2e2b2b', '#93796c', '#554a44', '#50646e', '#f8f8f8']",[],,11:55:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.635301, -0.7082581, -3.7728362]",../p02_2013-12-03/2013-12-03_12.03.59.jpg,ZTE-BLADE,[],,18.58865292,,2002:12:08 12:00:00,"['#112157', '#1c1d23', '#605a57', '#ebe4e0', '#979394']","['tv', 'tv']",,12:03:59,[],03/12/2013,ZTE,0,"[54.68843733333333, -5.8810093]"
,"[9.180115, 1.4301366, -3.4187074]",../p02_2013-12-03/2013-12-03_11.51.59.jpg,ZTE-BLADE,[],,34.27005874,,2002:12:08 12:00:00,"['#322125', '#f7f7fa', '#9b95a8', '#80716f', '#604c51']",[],,11:51:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 0.17706452, -2.6968288]",../p02_2013-12-03/2013-12-03_12.07.29.jpg,ZTE-BLADE,[],,21.78213324,,2002:12:08 12:00:00,"['#eadcd8', '#9c908c', '#58473f', '#495f84', '#171518']","['tv', 'tv']",TiSGT HATE ANE Gi stuttent's worker eran) Hinge alan amt HiSRTHAHIE Fol Hiya) WUT ie yh wh YA ay idlH Te aya Heh ayy MGs BG\e Bske\y Aaa A (uieKe MOM suapnys 1 PUG SWieLisinlH TA (Hy | LAR VE \( yah awieniasn Maen Gap hAS SWieLisinTiSGT it Weaee sti,12:07:29,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.00305, 0.17706452, -2.8738933]",../p02_2013-12-03/2013-12-03_10.11.32.jpg,ZTE-BLADE,[],,123.0048964,,2002:12:08 12:00:00,"['#69789c', '#f9efed', '#1c1618', '#6f5f58', '#b9a59f']",['tv'],,10:11:32,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.357179, -0.7082581, -2.5197644]",../p02_2013-12-03/2013-12-03_12.11.59.jpg,ZTE-BLADE,[],,25.85413228,,2002:12:08 12:00:00,"['#171316', '#52678b', '#574542', '#a58e83', '#ecdedc']",['tv'],,12:11:59,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[9.180115, 1.0760075, -2.5197644]",../p02_2013-12-03/2013-12-03_11.47.29.jpg,ZTE-BLADE,[],,44.65374747,,2002:12:08 12:00:00,"['#7f9cb6', '#f1f2f8', '#261c20', '#786b69', '#5d4c4f']",['person'],,11:47:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.104107, -0.35412905, -4.862464]",../p02_2013-12-03/2013-12-03_12.02.31.jpg,ZTE-BLADE,[],,12.52335579,,2002:12:08 12:00:00,"['#281a15', '#837f83', '#c5b9b8', '#585b60', '#a59c9a']",[],,12:02:31,[],03/12/2013,ZTE,0,"[54.68843733333333, -5.8810093]"
,"[8.825985, 0.35412905, -3.5957718]",../p02_2013-12-03/2013-12-03_10.03.32.jpg,ZTE-BLADE,['printer'],,15.93381214,,2002:12:08 12:00:00,"['#675a5b', '#100e12', '#aea9ae', '#3b3640', '#837d7e']",[],,10:03:32,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.825985, -0.7082581, -5.039529]",../p02_2013-12-03/2013-12-03_11.59.29.jpg,ZTE-BLADE,[],,9.103907584,,2002:12:08 12:00:00,"['#6f6c71', '#544f52', '#363336', '#9b999b', '#fcfbfc']",[],hseatery Ss Pa eeteetWD JILL Mh,11:59:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.534244, 0.7082581, -1.9749504]",../p02_2013-12-03/2013-12-03_11.05.30.jpg,ZTE-BLADE,[],,11.02511115,,2002:12:08 12:00:00,"['#787179', '#645756', '#eeeef5', '#a4989e', '#322424']",[],,11:05:30,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.357179, 0.53119355, -2.5197644]",../p02_2013-12-03/2013-12-03_10.38.59.jpg,ZTE-BLADE,[],,37.02081483,,2002:12:08 12:00:00,"['#121012', '#493f42', '#a4a5b5', '#faf0e7', '#6b7691']",['tv'],"Nt teas BB e808 bese ‘ < a ss Wh iets finecinrinn, avis * Sib 19 ‘eal by Wi th Vs ACA sit ion dn: ily We woe bt ew Tp 4 45 Ws et aa wl He eae 1) Voie Wy Kemeebipe HY (Site Pats ein ae ay Lea HA. (meee 68 Hmatanl 6 Shs Ciensr Wx y b anton opetiectl jo) Mahontye Wn Ye ANE Arai, Ui You UL a) yuyhan Mesa nen Way ton t uan es Som (stm tah ws am etn ath, Cha hag GaN FI ‘emp vbowa ty hen bestia Ft AAU WY ban ah ya 1 vat tty hon gn», NERNA HRY Spent Kin Monge Joga iz Pettis here PAN ovatennaas ace ght ek ways ane yet Koatee EA VAN Ce Ae id, VV Sectvsint on tino as vomnpavnces mine er SMP Fa) oa BN kn Jae ed Heo { ens Hong ‘may Sen soy min eeyohd Kok Oe wend | SUNY PLA ‘Fins AUN JO) LON ON fed damedte Ijemmdaw Mh REYNE msn 8H Armani oy ReDhRN HAIN WTA Ei pirR Ii HIN arte rriyseree ney ey epee \ S400) Hin Wetmatynaany aan vom TERY ern iia eg sds sync : AEE eA Mais apn ogy stan “en 5 UREN mL ot "" 3 . C1 Herein, ight ie Se: ’ 7 oes WL os (Ae thlagsoa elgarah en yr “AWe P8 etetoon WH reread",10:38:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, -0.17706452, -2.6968288]",../p02_2013-12-03/2013-12-03_10.35.31.jpg,ZTE-BLADE,[],,65.72745879,,2002:12:08 12:00:00,"['#7b829e', '#c9b3a7', '#1c181a', '#faf2ef', '#634f48']","['tv', 'tv']",,10:35:31,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 0.89894295, -2.152015]",../p02_2013-12-03/2013-12-03_10.57.59.jpg,ZTE-BLADE,[],,10.75038717,,2002:12:08 12:00:00,"['#1b1719', '#494142', '#777276', '#97929b', '#e0dae3']",['sandwich'],,10:57:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.458236, 0.7082581, -4.3176503]",../p02_2013-12-03/2013-12-03_11.17.32.jpg,ZTE-BLADE,[],,27.41112135,,2002:12:08 12:00:00,"['#282227', '#f2eaea', '#9b8e94', '#7c747a', '#5e5655']",['person'],,11:17:32,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 0.7082581, -2.152015]",../p02_2013-12-03/2013-12-03_10.18.00.jpg,ZTE-BLADE,[],,66.59275415,,2002:12:08 12:00:00,"['#181416', '#978374', '#727da6', '#564549', '#c4baba']",['tv'],DeBtadbne petctinane: beaten: BARE RY (Chatnel she rmy) |,10:18:00,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
['Male'],"[9.180115, 0.17706452, -3.2416427]",../p02_2013-12-03/2013-12-03_11.09.32.jpg,ZTE-BLADE,[],['25-32'],15.60765396,['Surprise'],2002:12:08 12:00:00,"['#2e262b', '#f4f7f8', '#a79da1', '#7d7a86', '#69666e']",[],,11:09:32,"[array([-1.24587983e-01,  3.88974398e-02,  2.75948010e-02, -1.04620866e-01,
       -9.97333527e-02, -5.87689728e-02,  3.93702202e-02, -1.22003034e-01,
        1.30471155e-01, -2.08892412e-02,  2.06815988e-01, -5.42127676e-02,
       -2.72328854e-01, -3.86533067e-02, -2.88129970e-02,  1.68039471e-01,
       -1.98348522e-01, -1.89012468e-01, -1.00255504e-01, -7.40699023e-02,
        3.70159000e-02,  8.83871615e-02, -5.90212792e-02,  1.12921894e-01,
       -1.65055931e-01, -2.68623143e-01, -6.64610714e-02, -6.88466877e-02,
       -4.81467769e-02, -3.18791717e-02,  2.51695961e-02,  1.52315766e-01,
       -1.19321495e-01,  1.01253390e-05,  1.32339329e-01,  7.17318431e-02,
       -6.62116334e-02, -1.11400291e-01,  2.36212060e-01,  7.99601823e-02,
       -2.37350374e-01, -4.21371385e-02,  1.97375670e-01,  3.23989689e-01,
        2.59358615e-01, -5.62468246e-02,  7.27096479e-03, -3.92262153e-02,
        1.08513072e-01, -3.74767154e-01,  5.39293289e-02,  2.22113281e-01,
        1.21669039e-01,  5.13961017e-02,  1.19702816e-01, -1.63007230e-01,
       -3.14090475e-02,  1.74830392e-01, -2.65959322e-01,  6.39851764e-02,
        9.43785161e-02, -1.56416729e-01, -6.71250299e-02, -1.08444005e-01,
        1.26913652e-01,  1.36975855e-01, -1.59789577e-01, -1.46938503e-01,
        1.88567400e-01, -1.82174042e-01, -1.10662572e-01,  1.11397862e-01,
       -1.40959963e-01, -2.42181599e-01, -2.80222386e-01,  3.13873254e-02,
        3.56642365e-01,  1.78549811e-01, -1.28323779e-01,  3.91494483e-02,
       -3.75871509e-02, -3.15996781e-02,  9.94111598e-03,  5.01145422e-02,
       -3.83265838e-02, -6.11136481e-02, -1.17624015e-01,  3.92942950e-02,
        2.03217462e-01, -9.73762944e-05,  2.09576860e-02,  2.70357430e-01,
        5.86987101e-03, -1.39333099e-01,  2.21810043e-02,  9.12524164e-02,
       -1.00638464e-01, -4.91558053e-02, -1.76096186e-01, -6.86624646e-02,
       -6.04351610e-03, -6.92584589e-02,  4.78462987e-02,  1.26585811e-01,
       -2.08141297e-01,  1.17867708e-01, -3.09827644e-02, -9.13288072e-02,
       -9.21672657e-02, -1.37680113e-01, -5.29517010e-02,  2.80654468e-02,
        1.38004690e-01, -2.29687601e-01,  1.14539161e-01,  1.16052367e-01,
        5.34111485e-02,  1.22631088e-01,  1.28864255e-02, -5.06968517e-03,
       -1.31022129e-02, -1.28419161e-01, -1.22081369e-01, -8.04479867e-02,
        4.67810109e-02, -4.14345879e-03,  3.90646979e-02,  7.46512413e-03])]",03/12/2013,ZTE,1,"[0.0, 0.0]"
,"[8.281172, 3.2416427, -4.862464]",../p02_2013-12-03/2013-12-03_10.49.59.jpg,ZTE-BLADE,[],,9.456238854,,2002:12:08 12:00:00,"['#99a5b4', '#4e5059', '#e7f6fd', '#b9c8da', '#767c89']",[],,10:49:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 0.35412905, -2.8738933]",../p02_2013-12-03/2013-12-03_10.34.59.jpg,ZTE-BLADE,[],,13.42000918,,2002:12:08 12:00:00,"['#a79693', '#6d5e52', '#221d1c', '#5b6e91', '#f3e5e1']",['tv'],a oS ee,10:34:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 0.89894295, -2.5197644]",../p02_2013-12-03/2013-12-03_10.27.30.jpg,ZTE-BLADE,[],,67.86604824,,2002:12:08 12:00:00,"['#241b1e', '#7b6255', '#66779c', '#f0e4e2', '#ad9d96']","['person', 'tv']","Ry ott ermot<Heereemot | ig attetretiene Hetretwren teenie ten okey Way cor Goreme, Ma crrotecharret rrenreditatrment Ray createcterret, } Bag rear et cation Gif veer bette AA extent Sg Eth sir 7 Bates caianl ae talptecaaa he Eruwiaate AN Attitown Javasnal.rot¥aception thieves umexcrprien, Torxseyeiant i Af (automaticoperation) { (7rend in fite detaite ¢x dmtoe ¢ De verminal or Gor \ (jrend 10 Tile decaila trem the contigtrarion fie ‘ aFitetnatance = ew Fileinetance (inputtileliame, ourpatYilenane, AnputYiteroeation, qutputyiteLocnt: Seay? ) S Fead¥ile wathod renda cay file and ptares uate Java objencs / readriie()r jes + Cennafermbatn method pe “7 {/veanatovmbatn () 1aggseeeas",10:27:30,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
